"campaign_id";"company_size";"industry";"marketing_channel";"ad_spend";"duration";"target_audience";"region";"device";"operating_system";"browser";"engagement_metric";"conversion_rate";"success";"budget_allocation";"audience_reach";"device_conversion_rate";"os_conversion_rate";"browser_conversion_rate";"total_conversions";"revenue";"ROAS";"CPA"
5420;"11-50";"manufacturing";"email";15715;85;"35-54";"North America";"mobile";"Windows";"Firefox";78903;0.34505605;0;184.8823529;98628.75;0.8;0.7;0.8;27226.0;1361300.0;86.6241;0.577206
5421;"1-10";"services";"email";24839;14;"55+";"Africa";"desktop";"Android";"Safari";214989;0.957798158;1;1774.214286;358315.0;0.9;0.8;0.7;205916.0;16473300.0;663.202;0.120627
5422;"11-50";"technology";"influencer";38645;24;"urban";"Europe";"tablet";"iOS";"Safari";308699;0.183869819;1;1610.208333;257249.1667;0.7;0.9;0.7;56760.0;4540830.0;117.501;0.680849
5423;"100+";"services";"content marketing";48664;35;"35-54";"South America";"mobile";"iOS";"Firefox";476491;0.886754148;1;1390.4;595613.75;0.8;0.9;0.8;422530.0;33802400.0;694.609;0.115173
5424;"11-50";"healthcare";"content marketing";13738;52;"35-54";"Europe";"tablet";"iOS";"Safari";63706;0.736803921;0;264.1923077;79632.5;0.7;0.9;0.7;46939.0;7040820.0;512.507;0.292678
5425;"11-50";"finance";"content marketing";40230;42;"suburban";"Africa";"desktop";"Android";"Chrome";462167;0.613452469;0;957.8571429;513518.8889;0.9;0.8;0.9;283517.0;42527600.0;1057.11;0.141896
5426;"11-50";"retail";"influencer";37559;9;"suburban";"Europe";"tablet";"iOS";"Chrome";277274;0.62409251;1;4173.222222;308082.2222;0.7;0.9;0.9;173045.0;5191340.0;138.218;0.217048
5427;"100+";"technology";"content marketing";42261;15;"35-54";"South America";"tablet";"Windows";"Firefox";16748;0.422939908;0;2817.4;20935.0;0.7;0.7;0.8;7083.0;566672.0;13.4089;5.96654
5428;"11-50";"e-commerce";"content marketing";49538;16;"rural";"North America";"desktop";"Windows";"Chrome";171010;0.438850675;1;3096.125;244300.0;0.9;0.7;0.9;75048.0;2251440.0;45.4487;0.660084
5429;"51-100";"finance";"content marketing";36896;72;"18-34";"Asia-Pacific";"desktop";"iOS";"Firefox";387547;0.796081429;1;512.4444444;387547.0;0.9;0.9;0.8;308519.0;46277800.0;1254.28;0.119591
5430;"51-100";"services";"content marketing";43903;7;"rural";"South America";"desktop";"Android";"Firefox";50744;0.81086293;0;6271.857143;72491.42857;0.9;0.8;0.8;41146.0;3291710.0;74.977;1.06701
5431;"51-100";"technology";"email";29365;10;"35-54";"South America";"desktop";"iOS";"Firefox";85190;0.571157665;1;2936.5;106487.5;0.9;0.9;0.8;48657.0;3892550.0;132.558;0.60351
5432;"1-10";"finance";"search engine";49591;54;"suburban";"Asia-Pacific";"desktop";"iOS";"Firefox";347840;0.76859267;1;918.3518519;386488.8889;0.9;0.9;0.8;267347.0;40102100.0;808.657;0.185493
5433;"51-100";"retail";"email";23599;24;"urban";"Asia-Pacific";"desktop";"iOS";"Safari";451317;0.810054257;1;983.2916667;376097.5;0.9;0.9;0.7;365591.0;10967700.0;464.754;0.0645503
5434;"1-10";"healthcare";"content marketing";27331;84;"18-34";"Asia-Pacific";"tablet";"Windows";"Chrome";152599;0.332111052;1;325.3690476;152599.0;0.7;0.7;0.9;50680.0;7601970.0;278.145;0.539286
5435;"11-50";"manufacturing";"social media";36522;51;"55+";"Asia-Pacific";"desktop";"Windows";"Chrome";433409;0.623358688;1;716.1176471;722348.3333;0.9;0.7;0.9;270169.0;13508500.0;369.872;0.135182
5436;"51-100";"e-commerce";"social media";29805;21;"rural";"Asia-Pacific";"desktop";"Android";"Safari";243888;0.435794287;0;1419.285714;348411.4286;0.9;0.8;0.7;106285.0;3188550.0;106.98;0.280425
5437;"11-50";"finance";"influencer";34374;57;"urban";"South America";"desktop";"Android";"Safari";401902;0.098108056;1;603.0526316;334918.3333;0.9;0.8;0.7;39430.0;5914470.0;172.062;0.871773
5438;"100+";"e-commerce";"email";22811;67;"suburban";"Europe";"desktop";"Android";"Safari";237948;0.648465652;1;340.4626866;264386.6667;0.9;0.8;0.7;154301.0;4629030.0;202.93;0.147834
5439;"1-10";"healthcare";"influencer";44055;10;"urban";"North America";"mobile";"Windows";"Safari";269053;0.587484033;1;4405.5;224210.8333;0.8;0.7;0.7;158064.0;23709700.0;538.183;0.278716
5440;"100+";"e-commerce";"influencer";23083;25;"urban";"South America";"tablet";"Windows";"Firefox";27959;0.102597706;1;923.32;23299.16667;0.7;0.7;0.8;2869.0;86055.9;3.72811;8.04566
5441;"11-50";"finance";"social media";17161;83;"suburban";"Africa";"tablet";"Windows";"Safari";452412;0.07081286;1;206.7590361;502680.0;0.7;0.7;0.7;32037.0;4805490.0;280.024;0.535662
5442;"11-50";"services";"email";19403;17;"urban";"South America";"mobile";"Windows";"Chrome";315117;0.24963434;1;1141.352941;262597.5;0.8;0.7;0.9;78664.0;6293120.0;324.338;0.246657
5443;"1-10";"retail";"search engine";11958;34;"35-54";"South America";"tablet";"Android";"Firefox";96984;0.833415433;1;351.7058824;121230.0;0.7;0.8;0.8;80828.0;2424840.0;202.78;0.147944
5444;"100+";"retail";"email";30805;63;"rural";"Europe";"tablet";"Windows";"Chrome";98992;0.063676806;1;488.968254;141417.1429;0.7;0.7;0.9;6303.0;189105.0;6.13877;4.88736
5445;"1-10";"manufacturing";"influencer";33970;81;"18-34";"Asia-Pacific";"desktop";"Android";"Chrome";335619;0.46036832;1;419.382716;335619.0;0.9;0.8;0.9;154508.0;7725420.0;227.419;0.219859
5446;"1-10";"services";"content marketing";39591;60;"rural";"Africa";"tablet";"Windows";"Chrome";486854;0.17903653;1;659.85;695505.7143;0.7;0.7;0.9;87165.0;6973170.0;176.13;0.454208
5447;"11-50";"manufacturing";"influencer";15468;71;"suburban";"Europe";"mobile";"iOS";"Safari";211609;0.253553076;1;217.8591549;235121.1111;0.8;0.9;0.7;53654.0;2682710.0;173.436;0.288292
5448;"51-100";"services";"email";16135;53;"18-34";"North America";"tablet";"Android";"Chrome";322940;0.769923898;1;304.4339623;322940.0;0.7;0.8;0.9;248639.0;19891100.0;1232.79;0.0648933
5449;"11-50";"manufacturing";"social media";29845;10;"35-54";"Africa";"mobile";"Android";"Chrome";194107;0.850604497;1;2984.5;242633.75;0.8;0.8;0.9;165108.0;8255410.0;276.61;0.18076
5450;"1-10";"manufacturing";"email";25155;40;"suburban";"Africa";"mobile";"Windows";"Chrome";74496;0.580288484;1;628.875;82773.33333;0.8;0.7;0.9;43229.0;2161460.0;85.9256;0.581901
5451;"11-50";"retail";"search engine";34491;82;"35-54";"Europe";"tablet";"Android";"Safari";263942;0.863243776;1;420.6219512;329927.5;0.7;0.8;0.7;227846.0;6835390.0;198.179;0.151379
5452;"11-50";"services";"content marketing";5500;60;"55+";"Africa";"desktop";"iOS";"Chrome";287383;0.856873192;1;91.66666667;478971.6667;0.9;0.9;0.9;246251.0;19700100.0;3581.83;0.0223349
5453;"11-50";"finance";"content marketing";26990;67;"55+";"South America";"mobile";"Android";"Safari";464087;0.22151906;1;402.8358209;773478.3333;0.8;0.8;0.7;102804.0;15420600.0;571.346;0.262538
5454;"11-50";"retail";"influencer";12939;89;"55+";"South America";"tablet";"Android";"Firefox";59988;0.645017569;1;145.3820225;99980.0;0.7;0.8;0.8;38693.0;1160800.0;89.7132;0.334402
5455;"51-100";"services";"email";26991;89;"18-34";"Asia-Pacific";"tablet";"iOS";"Chrome";437560;0.778328467;1;303.2696629;437560.0;0.7;0.9;0.9;340565.0;27245200.0;1009.42;0.0792536
5456;"11-50";"manufacturing";"social media";18789;26;"rural";"Europe";"desktop";"Windows";"Safari";279535;0.561054258;1;722.6538462;399335.7143;0.9;0.7;0.7;156834.0;7841720.0;417.357;0.119802
5457;"11-50";"finance";"search engine";24134;9;"rural";"South America";"desktop";"Windows";"Firefox";242768;0.805778501;0;2681.555556;346811.4286;0.9;0.7;0.8;195617.0;29342600.0;1215.82;0.123374
5458;"11-50";"e-commerce";"influencer";23537;46;"55+";"Africa";"tablet";"iOS";"Chrome";119059;0.628831576;1;511.673913;198431.6667;0.7;0.9;0.9;74868.0;2246040.0;95.426;0.31438
5459;"100+";"technology";"email";42504;75;"55+";"Africa";"desktop";"Android";"Firefox";55382;0.284456992;1;566.72;92303.33333;0.9;0.8;0.8;15754.0;1260300.0;29.6514;2.69798
5460;"100+";"retail";"social media";5608;29;"35-54";"South America";"mobile";"Windows";"Chrome";55658;0.685596292;1;193.3793103;69572.5;0.8;0.7;0.9;38159.0;1144770.0;204.131;0.146964
5461;"100+";"services";"email";49003;75;"urban";"Europe";"tablet";"Windows";"Chrome";183082;0.587999894;1;653.3733333;152568.3333;0.7;0.7;0.9;107652.0;8612180.0;175.748;0.455198
5462;"11-50";"finance";"social media";18887;38;"urban";"Europe";"desktop";"Windows";"Firefox";8376;0.624950547;1;497.0263158;6980.0;0.9;0.7;0.8;5235.0;785188.0;41.5729;3.60783
5463;"1-10";"manufacturing";"email";23047;30;"rural";"North America";"tablet";"iOS";"Firefox";141976;0.095320236;1;768.2333333;202822.8571;0.7;0.9;0.8;13533.0;676659.0;29.36;1.70302
5464;"11-50";"services";"email";8294;57;"rural";"Europe";"desktop";"iOS";"Safari";406964;0.125735483;0;145.5087719;581377.1429;0.9;0.9;0.7;51170.0;4093590.0;493.56;0.162087
5465;"11-50";"finance";"influencer";32005;64;"55+";"South America";"mobile";"Android";"Chrome";132775;0.814653351;1;500.078125;221291.6667;0.8;0.8;0.9;108166.0;16224800.0;506.947;0.295888
5466;"11-50";"technology";"email";20173;48;"rural";"North America";"tablet";"iOS";"Firefox";399632;0.431270797;1;420.2708333;570902.8571;0.7;0.9;0.8;172350.0;13788000.0;683.486;0.117047
5467;"51-100";"finance";"email";27406;41;"urban";"Africa";"desktop";"iOS";"Safari";422612;0.215277277;1;668.4390244;352176.6667;0.9;0.9;0.7;90979.0;13646800.0;497.95;0.301234
5468;"100+";"technology";"influencer";32287;38;"55+";"South America";"mobile";"iOS";"Chrome";110468;0.092675806;1;849.6578947;184113.3333;0.8;0.9;0.9;10238.0;819017.0;25.3668;3.15364
5469;"100+";"healthcare";"influencer";24569;60;"55+";"Asia-Pacific";"mobile";"Windows";"Chrome";272427;0.262903779;0;409.4833333;454045.0;0.8;0.7;0.9;71622.0;10743300.0;437.271;0.343037
5470;"11-50";"finance";"content marketing";39299;51;"18-34";"Asia-Pacific";"desktop";"iOS";"Firefox";474908;0.295196472;1;770.5686275;474908.0;0.9;0.9;0.8;140191.0;21028700.0;535.094;0.280325
5471;"51-100";"e-commerce";"content marketing";34750;54;"suburban";"Europe";"tablet";"iOS";"Firefox";274805;0.982964155;1;643.5185185;305338.8889;0.7;0.9;0.8;270123.0;8103700.0;233.2;0.128645
5472;"11-50";"finance";"influencer";41984;55;"urban";"North America";"desktop";"Windows";"Firefox";235251;0.834505033;1;763.3454545;196042.5;0.9;0.7;0.8;196318.0;29447700.0;701.403;0.213857
5473;"1-10";"technology";"search engine";8706;40;"55+";"North America";"desktop";"iOS";"Chrome";334530;0.078457061;1;217.65;557550.0;0.9;0.9;0.9;26246.0;2099700.0;241.178;0.331708
5474;"51-100";"e-commerce";"social media";16266;22;"urban";"Africa";"mobile";"iOS";"Firefox";176787;0.748449847;1;739.3636364;147322.5;0.8;0.9;0.8;132316.0;3969490.0;244.036;0.122933
5475;"1-10";"retail";"influencer";28643;17;"18-34";"Europe";"desktop";"Windows";"Firefox";424844;0.563930205;1;1684.882353;424844.0;0.9;0.7;0.8;239582.0;7187470.0;250.933;0.119554
5476;"11-50";"e-commerce";"content marketing";25886;25;"18-34";"North America";"desktop";"Android";"Safari";232628;0.228475573;1;1035.44;232628.0;0.9;0.8;0.7;53150.0;1594490.0;61.5968;0.487037
5477;"11-50";"healthcare";"email";14846;35;"55+";"South America";"tablet";"iOS";"Firefox";326562;0.746577155;1;424.1714286;544270.0;0.7;0.9;0.8;243804.0;36570600.0;2463.33;0.0608932
5478;"51-100";"retail";"influencer";17719;60;"urban";"Africa";"desktop";"Android";"Safari";40704;0.030178685;1;295.3166667;33920.0;0.9;0.8;0.7;1228.0;36851.8;2.07979;14.4292
5479;"51-100";"finance";"influencer";26388;59;"urban";"North America";"tablet";"Android";"Firefox";72012;0.731530695;1;447.2542373;60010.0;0.7;0.8;0.8;52679.0;7901850.0;299.449;0.500921
5480;"11-50";"services";"content marketing";24928;73;"urban";"Asia-Pacific";"desktop";"Android";"Firefox";425332;0.89528797;1;341.4794521;354443.3333;0.9;0.8;0.8;380795.0;30463600.0;1222.06;0.065463
5481;"100+";"technology";"content marketing";8818;88;"18-34";"Asia-Pacific";"mobile";"Windows";"Safari";71293;0.882612537;1;100.2045455;71293.0;0.8;0.7;0.7;62924.0;5033930.0;570.87;0.140137
5482;"11-50";"services";"search engine";13087;88;"35-54";"North America";"desktop";"Android";"Chrome";463917;0.77234067;1;148.7159091;579896.25;0.9;0.8;0.9;358302.0;28664200.0;2190.28;0.0365251
5483;"11-50";"technology";"content marketing";41211;82;"35-54";"Asia-Pacific";"tablet";"Windows";"Chrome";250546;0.934730759;0;502.5731707;313182.5;0.7;0.7;0.9;234193.0;18735400.0;454.622;0.17597
5484;"51-100";"healthcare";"content marketing";27093;88;"urban";"South America";"tablet";"iOS";"Chrome";254722;0.707327577;1;307.875;212268.3333;0.7;0.9;0.9;180172.0;27025800.0;997.519;0.150373
5485;"51-100";"healthcare";"content marketing";6047;38;"urban";"Africa";"desktop";"Android";"Safari";91659;0.686728058;1;159.1315789;76382.5;0.9;0.8;0.7;62945.0;9441720.0;1561.39;0.096068
5486;"100+";"finance";"email";48413;89;"suburban";"South America";"desktop";"Android";"Firefox";387732;0.02619378;0;543.9662921;430813.3333;0.9;0.8;0.8;10156.0;1523420.0;31.4673;4.76694
5487;"11-50";"finance";"influencer";24044;62;"55+";"Asia-Pacific";"desktop";"Android";"Safari";294891;0.174187962;1;387.8064516;491485.0;0.9;0.8;0.7;51366.0;7704970.0;320.453;0.468092
5488;"51-100";"e-commerce";"influencer";37115;69;"18-34";"North America";"tablet";"iOS";"Chrome";343828;0.781428691;1;537.8985507;343828.0;0.7;0.9;0.9;268677.0;8060310.0;217.171;0.13814
5489;"51-100";"services";"content marketing";12930;10;"suburban";"North America";"tablet";"iOS";"Safari";129315;0.997502735;1;1293.0;143683.3333;0.7;0.9;0.7;128992.0;10319400.0;798.095;0.100239
5490;"100+";"technology";"search engine";20994;17;"urban";"Africa";"mobile";"Windows";"Safari";389392;0.719932175;1;1234.941176;324493.3333;0.8;0.7;0.7;280336.0;22426900.0;1068.25;0.0748887
5491;"1-10";"manufacturing";"content marketing";31838;9;"rural";"Asia-Pacific";"desktop";"Windows";"Chrome";405259;0.579829659;1;3537.555556;578941.4286;0.9;0.7;0.9;234981.0;11749100.0;369.026;0.135492
5492;"51-100";"services";"search engine";44826;33;"35-54";"Asia-Pacific";"tablet";"Windows";"Firefox";199904;0.183419272;1;1358.363636;249880.0;0.7;0.7;0.8;36666.0;2933300.0;65.4375;1.22255
5493;"11-50";"retail";"influencer";44034;86;"35-54";"Asia-Pacific";"tablet";"Windows";"Firefox";213349;0.947912353;1;512.0232558;266686.25;0.7;0.7;0.8;202236.0;6067080.0;137.782;0.217736
5494;"11-50";"manufacturing";"search engine";30339;50;"suburban";"Europe";"tablet";"Windows";"Chrome";82712;0.649732818;1;606.78;91902.22222;0.7;0.7;0.9;53741.0;2687040.0;88.567;0.564541
5495;"11-50";"manufacturing";"search engine";15559;24;"35-54";"North America";"tablet";"Windows";"Firefox";141106;0.489038313;1;648.2916667;176382.5;0.7;0.7;0.8;69006.0;3450310.0;221.757;0.225473
5496;"11-50";"finance";"social media";8408;36;"35-54";"Asia-Pacific";"mobile";"iOS";"Chrome";196762;0.861387035;1;233.5555556;245952.5;0.8;0.9;0.9;169488.0;25423200.0;3023.7;0.0496082
5497;"11-50";"manufacturing";"search engine";28878;76;"rural";"Africa";"tablet";"Android";"Firefox";254203;0.953282061;1;379.9736842;363147.1429;0.7;0.8;0.8;242327.0;12116400.0;419.571;0.11917
5498;"100+";"e-commerce";"search engine";23068;53;"55+";"Europe";"tablet";"Android";"Chrome";219903;0.371184806;1;435.245283;366505.0;0.7;0.8;0.9;81625.0;2448740.0;106.153;0.282609
5499;"11-50";"e-commerce";"email";38637;40;"urban";"Asia-Pacific";"desktop";"Android";"Safari";182121;0.515785204;1;965.925;151767.5;0.9;0.8;0.7;93935.0;2818060.0;72.9368;0.411316
5500;"51-100";"finance";"influencer";42891;82;"suburban";"North America";"mobile";"iOS";"Safari";264715;0.115101964;1;523.0609756;294127.7778;0.8;0.9;0.7;30469.0;4570380.0;106.558;1.40769
5501;"11-50";"finance";"content marketing";32309;48;"rural";"Europe";"mobile";"iOS";"Safari";475174;0.959855015;1;673.1041667;678820.0;0.8;0.9;0.7;456098.0;68414700.0;2117.51;0.0708378
5502;"1-10";"technology";"social media";37391;29;"18-34";"South America";"mobile";"Windows";"Chrome";88627;0.120675889;1;1289.344828;88627.0;0.8;0.7;0.9;10695.0;855611.0;22.8828;3.49612
5503;"11-50";"manufacturing";"search engine";30489;46;"18-34";"Africa";"desktop";"Windows";"Safari";315226;0.92902793;1;662.8043478;315226.0;0.9;0.7;0.7;292854.0;14642700.0;480.261;0.10411
5504;"11-50";"finance";"email";32707;21;"rural";"North America";"mobile";"Android";"Safari";280282;0.191035741;0;1557.47619;400402.8571;0.8;0.8;0.7;53544.0;8031580.0;245.562;0.610843
5505;"11-50";"technology";"email";28596;86;"urban";"South America";"tablet";"Android";"Firefox";315685;0.908775026;1;332.5116279;263070.8333;0.7;0.8;0.8;286887.0;22950900.0;802.592;0.0996769
5506;"1-10";"finance";"content marketing";28111;63;"18-34";"North America";"mobile";"iOS";"Safari";391533;0.452306242;1;446.2063492;391533.0;0.8;0.9;0.7;177093.0;26563900.0;944.965;0.158736
5507;"11-50";"finance";"content marketing";21926;20;"rural";"Africa";"tablet";"iOS";"Chrome";330080;0.592065581;1;1096.3;471542.8571;0.7;0.9;0.9;195429.0;29314400.0;1336.97;0.112194
5508;"11-50";"manufacturing";"influencer";39971;85;"35-54";"Asia-Pacific";"mobile";"Android";"Chrome";291942;0.035620139;1;470.2470588;364927.5;0.8;0.8;0.9;10399.0;519951.0;13.0082;3.84373
5509;"11-50";"manufacturing";"search engine";24319;18;"55+";"South America";"mobile";"iOS";"Safari";351579;0.394386738;1;1351.055556;585965.0;0.8;0.9;0.7;138658.0;6932900.0;285.082;0.175388
5510;"11-50";"services";"email";22135;41;"suburban";"South America";"tablet";"Android";"Firefox";468718;0.493393397;1;539.8780488;520797.7778;0.7;0.8;0.8;231262.0;18501000.0;835.825;0.095714
5511;"1-10";"services";"social media";39879;31;"suburban";"Europe";"desktop";"Android";"Safari";404178;0.009428612;1;1286.419355;449086.6667;0.9;0.8;0.7;3811.0;304867.0;7.6448;10.4642
5512;"100+";"finance";"influencer";12276;84;"35-54";"Asia-Pacific";"desktop";"Android";"Chrome";158460;0.660856626;0;146.1428571;198075.0;0.9;0.8;0.9;104719.0;15707900.0;1279.56;0.117228
5513;"100+";"finance";"search engine";31062;8;"urban";"Africa";"desktop";"Android";"Safari";459685;0.838895376;1;3882.75;383070.8333;0.9;0.8;0.7;385628.0;57844100.0;1862.22;0.0805491
5514;"51-100";"healthcare";"content marketing";19586;24;"55+";"Europe";"tablet";"Android";"Firefox";451820;0.024780008;1;816.0833333;753033.3333;0.7;0.8;0.8;11196.0;1679420.0;85.7457;1.74937
5515;"1-10";"manufacturing";"search engine";26345;41;"18-34";"South America";"tablet";"Android";"Safari";109344;0.492535604;1;642.5609756;109344.0;0.7;0.8;0.7;53856.0;2692790.0;102.213;0.489175
5516;"51-100";"e-commerce";"content marketing";23941;15;"suburban";"North America";"mobile";"Android";"Chrome";496950;0.033731363;1;1596.066667;552166.6667;0.8;0.8;0.9;16763.0;502884.0;21.0051;1.42821
5517;"100+";"e-commerce";"search engine";6571;17;"suburban";"Africa";"mobile";"Windows";"Chrome";102740;0.873293919;1;386.5294118;114155.5556;0.8;0.7;0.9;89722.0;2691670.0;409.628;0.0732373
5518;"51-100";"manufacturing";"social media";44352;73;"urban";"Europe";"tablet";"iOS";"Firefox";280862;0.160815675;1;607.5616438;234051.6667;0.7;0.9;0.8;45167.0;2258350.0;50.9188;0.981956
5519;"1-10";"manufacturing";"influencer";14949;75;"55+";"Asia-Pacific";"mobile";"iOS";"Firefox";341697;0.058524747;1;199.32;569495.0;0.8;0.9;0.8;19998.0;999886.0;66.8865;0.747525
5520;"51-100";"technology";"content marketing";42542;80;"rural";"North America";"mobile";"Android";"Firefox";129764;0.8576979;1;531.775;185377.1429;0.8;0.8;0.8;111298.0;8903860.0;209.296;0.382235
5521;"100+";"e-commerce";"social media";17561;44;"18-34";"Europe";"desktop";"iOS";"Chrome";167418;0.444507707;1;399.1136364;167418.0;0.9;0.9;0.9;74419.0;2232560.0;127.132;0.235975
5522;"11-50";"finance";"email";37827;76;"suburban";"Africa";"tablet";"Windows";"Safari";58443;0.095409006;1;497.7236842;64936.66667;0.7;0.7;0.7;5576.0;836398.0;22.1111;6.7839
5523;"51-100";"manufacturing";"social media";34013;81;"suburban";"North America";"desktop";"iOS";"Firefox";290532;0.647918956;1;419.9135802;322813.3333;0.9;0.9;0.8;188241.0;9412060.0;276.719;0.180689
5524;"11-50";"finance";"social media";30993;87;"18-34";"Europe";"mobile";"Windows";"Firefox";71278;0.7055996;1;356.2413793;71278.0;0.8;0.7;0.8;50294.0;7544060.0;243.412;0.616237
5525;"11-50";"retail";"social media";27595;65;"55+";"Europe";"mobile";"Windows";"Safari";83763;0.568334672;1;424.5384615;139605.0;0.8;0.7;0.7;47605.0;1428160.0;51.7544;0.579666
5526;"1-10";"e-commerce";"content marketing";22722;72;"55+";"Africa";"desktop";"Android";"Safari";181888;0.332128609;1;315.5833333;303146.6667;0.9;0.8;0.7;60410.0;1812310.0;79.76;0.37613
5527;"51-100";"finance";"email";30042;47;"55+";"Asia-Pacific";"tablet";"iOS";"Firefox";366682;0.424485947;1;639.1914894;611136.6667;0.7;0.9;0.8;155651.0;23347700.0;777.169;0.193009
5528;"1-10";"healthcare";"influencer";12001;30;"suburban";"North America";"mobile";"iOS";"Safari";350410;0.954840824;1;400.0333333;389344.4444;0.8;0.9;0.7;334586.0;50187900.0;4181.97;0.0358682
5529;"11-50";"retail";"social media";31886;56;"rural";"Europe";"tablet";"Windows";"Firefox";474962;0.534361674;1;569.3928571;678517.1429;0.7;0.7;0.8;253801.0;7614040.0;238.79;0.125634
5530;"11-50";"retail";"content marketing";12948;11;"35-54";"Africa";"desktop";"Android";"Firefox";155242;0.397059196;1;1177.090909;194052.5;0.9;0.8;0.8;61640.0;1849210.0;142.818;0.210058
5531;"11-50";"e-commerce";"content marketing";36874;27;"suburban";"Europe";"mobile";"Android";"Firefox";329993;0.708191945;1;1365.703704;366658.8889;0.8;0.8;0.8;233698.0;7010950.0;190.133;0.157785
5532;"1-10";"technology";"influencer";23855;12;"urban";"Africa";"desktop";"Windows";"Safari";16487;0.076157335;1;1987.916667;13739.16667;0.9;0.7;0.7;1256.0;100448.0;4.21079;18.9928
5533;"51-100";"finance";"search engine";30295;10;"urban";"Africa";"tablet";"iOS";"Firefox";126791;0.290227859;1;3029.5;105659.1667;0.7;0.9;0.8;36798.0;5519740.0;182.2;0.823278
5534;"51-100";"e-commerce";"email";30811;15;"rural";"Europe";"mobile";"Android";"Safari";392557;0.226472704;1;2054.066667;560795.7143;0.8;0.8;0.7;88903.0;2667100.0;86.5633;0.346569
5535;"1-10";"services";"email";46522;75;"suburban";"Africa";"tablet";"Windows";"Chrome";364185;0.680103544;1;620.2933333;404650.0;0.7;0.7;0.9;247684.0;19814700.0;425.921;0.187828
5536;"1-10";"finance";"social media";46942;74;"suburban";"North America";"tablet";"Android";"Safari";463199;0.603912776;1;634.3513514;514665.5556;0.7;0.8;0.7;279732.0;41959800.0;893.864;0.167811
5537;"1-10";"services";"search engine";34225;15;"18-34";"Africa";"mobile";"Windows";"Safari";89435;0.759436443;1;2281.666667;89435.0;0.8;0.7;0.7;67920.0;5433620.0;158.762;0.503902
5538;"100+";"technology";"email";45869;24;"55+";"Asia-Pacific";"desktop";"Android";"Chrome";131643;0.426772405;1;1911.208333;219405.0;0.9;0.8;0.9;56182.0;4494530.0;97.9862;0.816436
5539;"11-50";"retail";"social media";25723;65;"rural";"Asia-Pacific";"mobile";"Android";"Chrome";285697;0.173943491;1;395.7384615;408138.5714;0.8;0.8;0.9;49695.0;1490850.0;57.958;0.517617
5540;"11-50";"retail";"search engine";12879;49;"18-34";"Africa";"tablet";"Android";"Firefox";43606;0.182827648;1;262.8367347;43606.0;0.7;0.8;0.8;7972.0;239171.0;18.5707;1.61553
5541;"1-10";"manufacturing";"content marketing";45568;86;"rural";"North America";"tablet";"Android";"Chrome";461165;0.892255105;1;529.8604651;658807.1429;0.7;0.8;0.9;411477.0;20573800.0;451.498;0.110743
5542;"51-100";"services";"social media";14549;72;"urban";"South America";"tablet";"Windows";"Safari";25935;0.074894193;1;202.0694444;21612.5;0.7;0.7;0.7;1942.0;155390.0;10.6805;7.49176
5543;"100+";"e-commerce";"search engine";32338;35;"urban";"South America";"mobile";"Android";"Firefox";485401;0.594119871;1;923.9428571;404500.8333;0.8;0.8;0.8;288386.0;8651590.0;267.536;0.112134
5544;"100+";"healthcare";"influencer";23169;54;"35-54";"North America";"tablet";"iOS";"Firefox";267991;0.231673164;1;429.0555556;334988.75;0.7;0.9;0.8;62086.0;9312950.0;401.957;0.373176
5545;"51-100";"healthcare";"email";39730;57;"55+";"Asia-Pacific";"mobile";"iOS";"Chrome";54924;0.214277785;1;697.0175439;91540.0;0.8;0.9;0.9;11769.0;1765350.0;44.4337;3.37582
5546;"1-10";"technology";"social media";20136;48;"55+";"Africa";"mobile";"iOS";"Chrome";163690;0.098407555;1;419.5;272816.6667;0.8;0.9;0.9;16108.0;1288670.0;63.9981;1.25006
5547;"1-10";"technology";"content marketing";45014;42;"rural";"Europe";"tablet";"Android";"Chrome";492827;0.979281186;1;1071.761905;704038.5714;0.7;0.8;0.9;482616.0;38609300.0;857.718;0.0932708
5548;"1-10";"services";"social media";47148;82;"urban";"Africa";"tablet";"iOS";"Firefox";65092;0.06098492;1;574.9756098;54243.33333;0.7;0.9;0.8;3970.0;317570.0;6.73561;11.8761
5549;"11-50";"e-commerce";"email";10965;51;"18-34";"Africa";"tablet";"Android";"Firefox";79479;0.147751488;0;215.0;79479.0;0.7;0.8;0.8;11743.0;352294.0;32.129;0.933748
5550;"1-10";"finance";"email";7678;41;"suburban";"South America";"desktop";"Android";"Chrome";415593;0.365167932;1;187.2682927;461770.0;0.9;0.8;0.9;151761.0;22764200.0;2964.86;0.0505927
5551;"11-50";"manufacturing";"search engine";27489;12;"55+";"Africa";"desktop";"Windows";"Firefox";423353;0.4557975;1;2290.75;705588.3333;0.9;0.7;0.8;192963.0;9648160.0;350.983;0.142457
5552;"11-50";"services";"content marketing";48967;43;"suburban";"South America";"desktop";"iOS";"Firefox";83809;0.950799289;1;1138.767442;93121.11111;0.9;0.9;0.8;79686.0;6374840.0;130.187;0.614499
5553;"100+";"e-commerce";"search engine";43075;42;"urban";"Europe";"tablet";"Windows";"Firefox";26739;0.241788125;0;1025.595238;22282.5;0.7;0.7;0.8;6465.0;193955.0;4.50273;6.6628
5554;"51-100";"e-commerce";"content marketing";24507;22;"35-54";"Africa";"tablet";"Android";"Firefox";390003;0.720978115;1;1113.954545;487503.75;0.7;0.8;0.8;281184.0;8435510.0;344.208;0.0871565
